Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Precursor Mz
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,(3-Carboxypropyl)trimethylammonium,10.28,1600985600,17447454,133590016,146.118104
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,(3-Carboxypropyl)trimethylammonium,10.29,1875196032,19750406,150248496,146.118104
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,(3-Carboxypropyl)trimethylammonium,#N/A,#N/A,#N/A,#N/A,146.118104
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,(3-Carboxypropyl)trimethylammonium,#N/A,#N/A,#N/A,#N/A,146.118104
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Hydroxyisoleucine,8.59,13534,0,29023,148.097369
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Hydroxyisoleucine,8.13,14996,0,52206,148.097369
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Hydroxyisoleucine,7.48,104203624,14017188,5756192,148.097369
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Hydroxyisoleucine,7.48,92125160,10688677,5205269,148.097369
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,5-Methylcytosine,5.53,61138,0,68153,126.066737
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,5-Methylcytosine,5.88,120283,0,48994,126.066737
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,5-Methylcytosine,6.19,1305620352,12879948,56374280,126.066737
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,5-Methylcytosine,6.2,1206036224,12150621,51945768,126.066737
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,N6-Methyladenine,3.94,35927,0,23760,150.07797
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,N6-Methyladenine,3.96,8211,0,15617,150.07797
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,N6-Methyladenine,3.94,2090486400,23000120,100845888,150.07797
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,N6-Methyladenine,3.95,1852836480,16913824,92603288,150.07797
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Acetylcholine,13.31,126634,173831,45487,146.118104
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Acetylcholine,13.3,459014,497471,102124,146.118104
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Acetylcholine,13.81,962672320,13037565,45726512,146.118104
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Acetylcholine,13.83,779311552,9551797,36328904,146.118104
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,O-Acetylcarnitine,8.06,3035376128,33667492,174836720,204.123584
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,O-Acetylcarnitine,8.08,3224355072,39376888,181985056,204.123584
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,O-Acetylcarnitine,7.22,7314,0,32345,204.123584
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,O-Acetylcarnitine,7.82,69199,0,74684,204.123584
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Adenine,5.28,1544722304,22269780,65803208,136.06232
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Adenine,5.29,1467891840,22941616,62370408,136.06232
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Adenine,4.25,580330432,19310732,22696204,136.06232
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Adenine,4.33,481301824,17882254,19324856,136.06232
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Adenosine,#N/A,#N/A,#N/A,#N/A,268.10458
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Adenosine,#N/A,#N/A,#N/A,#N/A,268.10458
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Adenosine,5.21,1099859840,14351238,37699704,268.10458
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Adenosine,5.21,1024049984,14420678,36353992,268.10458
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,L-Alanine,10.43,25111690,0,1271604,90.055504
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,L-Alanine,10.47,25834376,0,1260459,90.055504
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,L-Alanine,10.74,34353,322296,22632,90.055504
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,L-Alanine,10.78,98546,330260,163585,90.055504
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,4-Aminobutyric acid,11.65,148549264,38223412,10940986,104.071154
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,4-Aminobutyric acid,11.7,156710256,30261704,11240236,104.071154
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,4-Aminobutyric acid,10.5,23831966,40287380,862278,104.071154
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,4-Aminobutyric acid,10.78,20828798,30739062,882406,104.071154
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Anserine,#N/A,#N/A,#N/A,#N/A,241.130066
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Anserine,#N/A,#N/A,#N/A,#N/A,241.130066
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Anserine,9.36,214086592,0,8962384,241.130066
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Anserine,9.38,208517136,0,8923133,241.130066
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,L-Arginine,19.89,109786552,0,2598683,175.119501
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,L-Arginine,20.04,118235200,0,2834455,175.119501
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,L-Arginine,#N/A,#N/A,#N/A,#N/A,175.119501
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,L-Arginine,#N/A,#N/A,#N/A,#N/A,175.119501
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,L-Arginosuccinic acid,12.67,49460576,0,2167096,291.13046
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,L-Arginosuccinic acid,12.59,52634500,0,2282432,291.13046
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,L-Arginosuccinic acid,#N/A,#N/A,#N/A,#N/A,291.13046
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,L-Arginosuccinic acid,#N/A,#N/A,#N/A,#N/A,291.13046
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Arsenobetaine,#N/A,#N/A,#N/A,#N/A,179.005326
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Arsenobetaine,#N/A,#N/A,#N/A,#N/A,179.005326
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Arsenobetaine,7.71,3996163328,57228856,229328384,179.005326
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Arsenobetaine,7.72,3167441152,39260912,182743920,179.005326
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,L-Asparagine,9.44,55033060,0,1513915,133.061318
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,L-Asparagine,9.45,55965900,0,1567228,133.061318
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,L-Asparagine,11.64,2860,0,8305,133.061318
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,L-Asparagine,12.22,2862,0,11220,133.061318
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,L-Aspartic acid,10.18,18582912,0,684945,134.045334
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,L-Aspartic acid,10.25,19523258,0,880465,134.045334
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,L-Aspartic acid,12.69,2963,0,9306,134.045334
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,L-Aspartic acid,#N/A,#N/A,#N/A,#N/A,134.045334
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,beta-Alanine,11.18,8618397,86418,747878,90.055504
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,beta-Alanine,11.24,9399000,0,793810,90.055504
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,beta-Alanine,11.5,73403480,628987,5592906,90.055504
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,beta-Alanine,11.5,61571768,691135,4949663,90.055504
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,beta-Glutamic acid,#N/A,#N/A,#N/A,#N/A,148.060984
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,beta-Glutamic acid,#N/A,#N/A,#N/A,#N/A,148.060984
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,beta-Glutamic acid,9.74,111062032,0,4938859,148.060984
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,beta-Glutamic acid,9.74,102487584,0,4787423,148.060984
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Glycine betaine,7.82,2943459584,54635556,169319568,118.086804
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Glycine betaine,7.8,3147499520,58012368,185282864,118.086804
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Glycine betaine,8.44,5069960,17108374,375110,118.086804
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Glycine betaine,7.85,607736,2085896,192398,118.086804
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Betonicine,8.86,15923,0,29958,160.097369
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Betonicine,8.28,6992,0,21767,160.097369
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Betonicine,8.95,3850377984,45923072,261628320,160.097369
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Betonicine,8.95,3269961472,30346034,213912336,160.097369
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Butyrylcarnitine,5.54,7281872896,22492928,185773744,232.154884
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Butyrylcarnitine,5.52,7559540736,0,190416288,232.154884
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Butyrylcarnitine,#N/A,#N/A,#N/A,#N/A,232.154884
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Butyrylcarnitine,#N/A,#N/A,#N/A,#N/A,232.154884
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Carnitine,10.11,682977792,7664785,56029264,162.113019
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Carnitine,10.12,770364288,10000914,62907292,162.113019
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Carnitine,10.12,254731392,2320298,20490560,162.113019
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Carnitine,10.12,206416544,0,17011372,162.113019
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Carnosine,11.02,53433,0,32632,227.114416
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Carnosine,11.1,75121,0,42020,227.114416
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Carnosine,11.03,151968736,1576528,8161065,227.114416
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Carnosine,11.02,147128720,1070345,7795400,227.114416
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Chitobiose,#N/A,#N/A,#N/A,#N/A,425.177138
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Chitobiose,10.53,2044,0,9810,425.177138
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Chitobiose,10.15,60473300,0,2384379,425.177138
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Chitobiose,10.12,57672644,0,2231431,425.177138
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Choline,17.6,1180038400,6357691,48233228,104.107539
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Choline,17.84,1299271168,6523028,51915392,104.107539
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Choline,17.86,211120912,5591146,8768031,104.107539
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Choline,17.86,163835840,6314920,6716857,104.107539
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Citrulline,11.63,75905792,0,3516550,176.103517
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Citrulline,11.66,77927184,0,3736719,176.103517
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Citrulline,11.87,5566,0,13246,176.103517
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Citrulline,12.03,2500,0,7736,176.103517
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Creatine,11.18,708588864,7491840,63135324,132.077302
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Creatine,11.21,756206784,8800741,63763224,132.077302
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Creatine,11.01,7257,0,13849,132.077302
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Creatine,11.35,5056,0,15437,132.077302
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,"Cys-Gly, oxidized",8.53,183203584,0,6963348,355.074605
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,"Cys-Gly, oxidized",8.63,172518608,0,6110532,355.074605
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,"Cys-Gly, oxidized",#N/A,#N/A,#N/A,#N/A,355.074605
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,"Cys-Gly, oxidized",#N/A,#N/A,#N/A,#N/A,355.074605
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,L-Cystathionine,#N/A,#N/A,#N/A,#N/A,223.075255
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,L-Cystathionine,#N/A,#N/A,#N/A,#N/A,223.075255
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,L-Cystathionine,11.93,30554656,0,807365,223.075255
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,L-Cystathionine,11.91,31339938,0,786781,223.075255
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,L-Cystine,10.06,28990914,0,780707,241.031677
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,L-Cystine,10.11,31634154,0,874661,241.031677
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,L-Cystine,8.64,1741734,0,143399,241.031677
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,L-Cystine,8.65,2142611,0,131050,241.031677
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Cytidine,#N/A,#N/A,#N/A,#N/A,244.093347
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Cytidine,#N/A,#N/A,#N/A,#N/A,244.093347
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Cytidine,8.42,179064064,1754177,12327994,244.093347
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Cytidine,8.42,167168976,1698122,10422363,244.093347
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Cytosine,7.39,71309,1532,44478,112.051087
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Cytosine,7.42,22384,0,46758,112.051087
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Cytosine,7.29,872469632,9357560,49808536,112.051087
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Cytosine,7.3,830531456,11055212,48857200,112.051087
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Deoxyadenosine,#N/A,#N/A,#N/A,#N/A,252.109665
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Deoxyadenosine,#N/A,#N/A,#N/A,#N/A,252.109665
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Deoxyadenosine,4.32,1943852416,20488956,73084272,252.109665
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Deoxyadenosine,4.33,1649138816,18739946,63832372,252.109665
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Dimethylglycine,8.04,376300480,101905368,22801026,104.071154
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Dimethylglycine,8.07,371688608,91610784,22393188,104.071154
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Dimethylglycine,#N/A,#N/A,#N/A,#N/A,104.071154
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Dimethylglycine,#N/A,#N/A,#N/A,#N/A,104.071154
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Dimethylsulfonioacetate,#N/A,#N/A,#N/A,#N/A,121.032327
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Dimethylsulfonioacetate,#N/A,#N/A,#N/A,#N/A,121.032327
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Dimethylsulfonioacetate,8.77,1177646976,17347888,86391728,121.032327
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Dimethylsulfonioacetate,8.74,1021632000,13382014,72695552,121.032327
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Dimethylsulfoniopropionate,10.11,111872,0,68724,135.047977
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Dimethylsulfoniopropionate,10.15,47959,0,45474,135.047977
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Dimethylsulfoniopropionate,10.12,1270014464,17000954,104285088,135.047977
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Dimethylsulfoniopropionate,10.12,1160109568,17578002,98588736,135.047977
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Ectoine,9.89,91455,280122,64044,143.082053
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Ectoine,9.75,112909,8653,66100,143.082053
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Ectoine,9.87,5758323712,70875400,438739168,143.082053
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Ectoine,9.88,5297403392,62944388,401710752,143.082053
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Ergothioneine,11.08,73406368,958277,6015443,230.096324
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Ergothioneine,11.11,76197520,536091,5956443,230.096324
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Ergothioneine,#N/A,#N/A,#N/A,#N/A,230.096324
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Ergothioneine,#N/A,#N/A,#N/A,#N/A,230.096324
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Glucosamine,10.29,91948992,1405037,6564327,180.087199
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Glucosamine,10.3,95411888,1291552,6617911,180.087199
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Glucosamine,#N/A,#N/A,#N/A,#N/A,180.087199
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Glucosamine,#N/A,#N/A,#N/A,#N/A,180.087199
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,2-O-alpha-D-Glucosylglycerol,#N/A,#N/A,#N/A,#N/A,255.107995
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,2-O-alpha-D-Glucosylglycerol,#N/A,#N/A,#N/A,#N/A,255.107995
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,2-O-alpha-D-Glucosylglycerol,10.09,3554152,0,394399,255.107995
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,2-O-alpha-D-Glucosylglycerol,10.08,4163070,0,410368,255.107995
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,L-Glutamic acid,9.91,60311252,0,2509096,148.060984
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,L-Glutamic acid,9.98,59792704,0,2624805,148.060984
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,L-Glutamic acid,9.74,111229312,0,4938859,148.060984
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,L-Glutamic acid,9.74,102631080,0,4787423,148.060984
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,L-Glutamine,10.16,140696400,0,4576183,147.076968
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,L-Glutamine,10.2,136886928,0,4486167,147.076968
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,L-Glutamine,#N/A,#N/A,#N/A,#N/A,147.076968
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,L-Glutamine,#N/A,#N/A,#N/A,#N/A,147.076968
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Glutamylphenylalanine,6.89,483523840,440346,6021847,295.129398
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Glutamylphenylalanine,6.94,424799424,19113362,6124489,295.129398
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Glutamylphenylalanine,#N/A,#N/A,#N/A,#N/A,295.129398
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Glutamylphenylalanine,#N/A,#N/A,#N/A,#N/A,295.129398
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Glutathione,9.7,91790464,0,3907572,308.091634
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Glutathione,9.74,90478208,0,3809095,308.091634
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Glutathione,#N/A,#N/A,#N/A,#N/A,308.091634
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Glutathione,#N/A,#N/A,#N/A,#N/A,308.091634
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Glutathione disulfide,15.73,2252,0,7699,613.159793
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Glutathione disulfide,#N/A,#N/A,#N/A,#N/A,613.159793
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Glutathione disulfide,13.32,17668560,0,1136179,613.159793
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Glutathione disulfide,13.31,17137124,0,1137609,613.159793
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Glycerophosphocholine,11.39,119258688,639673,10530318,258.110652
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Glycerophosphocholine,11.45,128061960,1402876,11451764,258.110652
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Glycerophosphocholine,#N/A,#N/A,#N/A,#N/A,258.110652
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Glycerophosphocholine,#N/A,#N/A,#N/A,#N/A,258.110652
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Glycine,11.14,4929208,0,260619,76.039854
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Glycine,11.19,5144693,0,269035,76.039854
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Glycine,9.45,42007,0,36445,76.039854
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Glycine,9.07,13876,0,41243,76.039854
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Gonyol,#N/A,#N/A,#N/A,#N/A,179.074191
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Gonyol,10.53,4794,0,12139,179.074191
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Gonyol,11.19,263464960,3174395,22781864,179.074191
molecules1,210204_Std_4uMStdsMix2InH2O_pos2,Gonyol,11.19,206913840,2098495,17864908,179.074191
molecules1,210204_Std_4uMStdsMix1InH2O_pos1,Guanine,8.59,8103,0,24659,152.057235
molecules1,210204_Std_4uMStdsMix1InH2O_pos2,Guanine,8.5,4812,0,18845,152.057235
molecules1,210204_Std_4uMStdsMix2InH2O_pos1,Guanine,8.5,154759856,2014064,9625550,152.057235
